id,fluency,grammar,semantics,gptscore_gpt2-large_src_hypo,bartscore_facebook/bart-large-cnn_src_hypo,bertscore_microsoft/deberta-large-mnli_layer_default_ref_hypo_P,bertscore_microsoft/deberta-large-mnli_layer_default_ref_hypo_R,bertscore_microsoft/deberta-large-mnli_layer_default_ref_hypo_F,rouge-1-p_ref_hypo,rouge-1-r_ref_hypo,rouge-1-f_ref_hypo,rouge-2-p_ref_hypo,rouge-2-r_ref_hypo,rouge-2-f_ref_hypo,rouge-l-p_ref_hypo,rouge-l-r_ref_hypo,rouge-l-f_ref_hypo,meteor_ref_hypo,bleu_ref_hypo,moverscore_default_ref_hypo,unieval_fact_consistency_src_hypo,unieval_summarization_coherence_src_hypo,unieval_summarization_consistency_src_hypo,unieval_summarization_fluency_src_hypo,unieval_summarization_overall_src_hypo
30,2.333333333333333,2.333333333333333,1.0,-6.738255023956299,-4.90972900390625,"[0.5554889440536499, 0.5101755261421204, 0.5247328281402588]","[0.4334671199321747, 0.38143405318260193, 0.42198675870895386]","[0.48695021867752075, 0.4365101754665375, 0.4677843451499939]","[0.375, 0.25, 0.25]","[0.11538461538461539, 0.07692307692307693, 0.08695652173913043]","[0.17647058463667825, 0.11764705522491362, 0.1290322542351718]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.25, 0.25, 0.25]","[0.07692307692307693, 0.07692307692307693, 0.08695652173913043]","[0.11764705522491362, 0.11764705522491362, 0.1290322542351718]","[0.06920415224913494, 0.06711409395973154, 0.06147540983606557]","[1.0244914152188952e-231, 1.0244914152188952e-231, 1.0244914152188952e-231]","[-0.1600009416110113, -0.13957798438850832, -0.15942903244175466]",0.0982890402375947,0.2576245341723937,0.29590934346138426,0.036611868580184254,0.1967152487379874
31,1.5,2.0,2.0,-3.256160020828247,-4.201160907745361,"[0.5033990144729614, 0.5064373016357422, 0.4939863383769989]","[0.5626845359802246, 0.5591423511505127, 0.5704524517059326]","[0.53139328956604, 0.5314863920211792, 0.529472827911377]","[0.5185185185185185, 0.48148148148148145, 0.5185185185185185]","[0.5384615384615384, 0.5, 0.6086956521739131]","[0.5283018817942329, 0.4905660327376291, 0.559999995032]","[0.16666666666666666, 0.2222222222222222, 0.2222222222222222]","[0.21428571428571427, 0.27586206896551724, 0.34782608695652173]","[0.18749999507812512, 0.24615384121183442, 0.2711864359207125]","[0.4074074074074074, 0.37037037037037035, 0.48148148148148145]","[0.4230769230769231, 0.38461538461538464, 0.5652173913043478]","[0.4150943346244215, 0.37735848556781776, 0.519999995032]","[0.4099056502396355, 0.4048456382175227, 0.4837686146209386]","[7.114448003820407e-232, 7.114448003820407e-232, 7.114448003820407e-232]","[0.07048482606970374, 0.10996120301806644, 0.08560430615927206]",0.1020887090664672,0.020688485504219527,0.22332646676691134,0.0019246361614957894,0.08197986281087556
32,1.0,1.3333333333333333,1.3333333333333333,-2.661207675933838,-2.72840428352356,"[0.7930155396461487, 0.7481424808502197, 0.7598762512207031]","[0.6706246733665466, 0.6402602791786194, 0.6767473220825195]","[0.726702868938446, 0.6900100708007812, 0.7159066796302795]","[0.75, 0.6875, 0.6875]","[0.46153846153846156, 0.4230769230769231, 0.4782608695652174]","[0.5714285667120181, 0.5238095190929706, 0.5641025592636425]","[0.5, 0.5, 0.5]","[0.2857142857142857, 0.27586206896551724, 0.34782608695652173]","[0.36363635900826446, 0.35555555097283953, 0.41025640541748853]","[0.75, 0.6875, 0.6875]","[0.46153846153846156, 0.4230769230769231, 0.4782608695652174]","[0.5714285667120181, 0.5238095190929706, 0.5641025592636425]","[0.4596921825208488, 0.4338380513495721, 0.500416050295858]","[1.0003688322288243e-231, 1.0003688322288243e-231, 1.0003688322288243e-231]","[0.26015828495717674, 0.2561670302979929, 0.31227090810565217]",0.7160487553371716,0.42938381540748183,0.928851021930766,0.6190550379959306,0.6590966251113928
33,1.3333333333333333,1.6666666666666667,3.0,-2.109621047973633,-2.4566426277160645,"[0.653278112411499, 0.6742477416992188, 0.6576029062271118]","[0.6911071538925171, 0.6924422979354858, 0.717571496963501]","[0.6716604232788086, 0.6832239031791687, 0.6862796545028687]","[0.75, 0.7, 0.75]","[0.5769230769230769, 0.5384615384615384, 0.6521739130434783]","[0.6521739081285445, 0.6086956472589792, 0.6976744136289887]","[0.4166666666666667, 0.4166666666666667, 0.375]","[0.35714285714285715, 0.3448275862068966, 0.391304347826087]","[0.38461537964497045, 0.3773584856105376, 0.38297871840651887]","[0.45, 0.7, 0.6]","[0.34615384615384615, 0.5384615384615384, 0.5217391304347826]","[0.3913043429111531, 0.6086956472589792, 0.5581395299080585]","[0.5164803477952267, 0.4903038730610441, 0.6035275974236357]","[9.039352811507815e-232, 9.039352811507815e-232, 9.039352811507815e-232]","[0.27811707493835824, 0.2872033748990731, 0.2789160182009538]",0.5354669967762358,0.4148541132714666,0.4468658747260271,0.003348121700894468,0.2883560365661294
34,1.6666666666666667,1.6666666666666667,3.0,-2.938965082168579,-3.1498711109161377,"[0.841208279132843, 0.7862818241119385, 0.8086450099945068]","[0.8605142831802368, 0.7908732295036316, 0.86238694190979]","[0.8507517576217651, 0.7885708212852478, 0.8346518278121948]","[0.7692307692307693, 0.6923076923076923, 0.6923076923076923]","[0.7692307692307693, 0.6923076923076923, 0.782608695652174]","[0.7692307642307693, 0.6923076873076923, 0.7346938725697626]","[0.3548387096774194, 0.3548387096774194, 0.2903225806451613]","[0.39285714285714285, 0.3793103448275862, 0.391304347826087]","[0.37288135094513075, 0.3666666616722222, 0.3333333284430728]","[0.6538461538461539, 0.5769230769230769, 0.6923076923076923]","[0.6538461538461539, 0.5769230769230769, 0.782608695652174]","[0.6538461488461539, 0.5769230719230769, 0.7346938725697626]","[0.6862874779541447, 0.6239159269462301, 0.7052154195011338]","[8.844844403089351e-232, 8.844844403089351e-232, 8.844844403089351e-232]","[0.6634950020054304, 0.5384888852243677, 0.5995934942698079]",0.7594611760222746,0.9534490397308382,0.9342379808764223,0.5407706728132499,0.8094858978068368
36,1.3333333333333333,1.0,1.0,-5.263034820556641,-4.989574432373047,"[0.5966464281082153, 0.6033300757408142]","[0.5854132175445557, 0.6064314842224121]","[0.5909764766693115, 0.6048767566680908]","[0.23076923076923078, 0.3076923076923077]","[0.2727272727272727, 0.4]","[0.24999999503472223, 0.34782608204158794]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.23076923076923078, 0.23076923076923078]","[0.2727272727272727, 0.3]","[0.24999999503472223, 0.26086956030245756]","[0.15151515151515152, 0.21929824561403505]","[9.257324954728539e-232, 9.257324954728539e-232]","[0.09347991279587287, 0.07134449796960995]",0.1938217986112962,0.6235231429542752,0.6324194127285511,0.6646167441907042,0.6401864332911767
37,1.0,1.0,1.0,-9.068488121032717,-6.862044811248779,"[0.44338446855545044, 0.4469260275363922]","[0.4079824984073639, 0.43791234493255615]","[0.42494744062423706, 0.4423733055591583]","[0.0, 0.125]","[0.0, 0.1]","[0.0, 0.11111110617283973]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.125]","[0.0, 0.1]","[0.0, 0.11111110617283973]","[0.03968253968253969, 0.09259259259259259]","[9.412234823955334e-232, 9.412234823955334e-232]","[-0.09864553178351887, -0.08977253413519448]",0.0359320301099236,0.0871088618139879,0.11872947935661898,0.029448921326645422,0.0784290874990841
38,2.333333333333333,2.6666666666666665,2.333333333333333,-3.40295672416687,-3.16495680809021,"[0.5897849798202515, 0.617172360420227]","[0.6473814845085144, 0.7132524251937866]","[0.6172425746917725, 0.6617430448532104]","[0.5, 0.5]","[0.6363636363636364, 0.7]","[0.5599999950720002, 0.5833333284722223]","[0.26666666666666666, 0.2]","[0.36363636363636365, 0.3333333333333333]","[0.3076923028106509, 0.24999999531250006]","[0.42857142857142855, 0.35714285714285715]","[0.5454545454545454, 0.5]","[0.479999995072, 0.41666666180555556]","[0.5555555555555556, 0.6002938034188035]","[1.0518351895246305e-231, 8.844844403089351e-232]","[0.22338286495726178, 0.1703184417141994]",0.1780102659281108,0.7788777778221513,0.737238666032103,0.8194733212701866,0.7785299217081469
39,2.6666666666666665,3.0,3.0,-3.7415270805358887,-2.4136083126068115,"[0.9810384511947632, 0.8581141233444214]","[0.9809825420379639, 0.8916836380958557]","[0.9810104966163635, 0.8745768666267395]","[0.9090909090909091, 0.9090909090909091]","[0.9090909090909091, 1.0]","[0.9090909040909091, 0.9523809473922903]","[0.8181818181818182, 0.5454545454545454]","[0.8181818181818182, 0.6666666666666666]","[0.8181818131818183, 0.5999999950500001]","[0.9090909090909091, 0.6363636363636364]","[0.9090909090909091, 0.7]","[0.9090909040909091, 0.6666666616780046]","[0.920940170940171, 0.9360242030696577]","[1.1409851298103347e-231, 9.594503055152632e-232]","[0.9796037151289392, 0.8395741863162931]",0.6218447365879771,0.9331214334525947,0.9367022360864742,0.04750953719150221,0.6391110689101903
40,1.0,1.6666666666666667,1.0,-4.20504093170166,-3.890151977539064,"[0.6506866812705994, 0.692975640296936]","[0.6976227760314941, 0.7678951621055603]","[0.6733377575874329, 0.7285143136978149]","[0.5714285714285714, 0.5]","[0.7272727272727273, 0.7]","[0.639999995072, 0.5833333284722223]","[0.3076923076923077, 0.3076923076923077]","[0.36363636363636365, 0.4444444444444444]","[0.3333333283680556, 0.36363635880165296]","[0.35714285714285715, 0.2857142857142857]","[0.45454545454545453, 0.4]","[0.399999995072, 0.33333332847222225]","[0.5808080808080808, 0.6578947368421052]","[1.1008876702055895e-231, 9.257324954728539e-232]","[0.37874794345590235, 0.37962847283213474]",0.2891112891934887,0.4077749936117964,0.48428913571724086,0.006167714459236931,0.29941061459609136
42,1.3333333333333333,1.3333333333333333,3.0,-1.8043442964553835,-2.72021484375,"[0.6102598905563354, 0.6486256122589111]","[0.6419157981872559, 0.7176722288131714]","[0.6256877183914185, 0.6814042925834656]","[0.75, 0.75]","[0.5454545454545454, 0.6]","[0.6315789424930748, 0.6666666617283951]","[0.375, 0.375]","[0.2727272727272727, 0.3333333333333333]","[0.3157894688088643, 0.35294117148788934]","[0.5, 0.5]","[0.36363636363636365, 0.4]","[0.42105262670360116, 0.4444444395061729]","[0.43945312499999994, 0.5113636363636364]","[0, 0]","[0.34937554919121305, 0.4022822867225486]",0.8693948460932892,0.8913389212769937,0.9355464908271481,0.00529192805129955,0.6107257800518138
43,2.6666666666666665,2.6666666666666665,3.0,-3.7415270805358887,-2.4136083126068115,"[0.9810384511947632, 0.8581141233444214]","[0.9809825420379639, 0.8916836380958557]","[0.9810104966163635, 0.8745768666267395]","[0.9090909090909091, 0.9090909090909091]","[0.9090909090909091, 1.0]","[0.9090909040909091, 0.9523809473922903]","[0.8181818181818182, 0.5454545454545454]","[0.8181818181818182, 0.6666666666666666]","[0.8181818131818183, 0.5999999950500001]","[0.9090909090909091, 0.6363636363636364]","[0.9090909090909091, 0.7]","[0.9090909040909091, 0.6666666616780046]","[0.920940170940171, 0.9360242030696577]","[1.1409851298103347e-231, 9.594503055152632e-232]","[0.9796037151289392, 0.8395741863162931]",0.6218447365879771,0.9331214334525947,0.9367022360864742,0.04750953719150221,0.6391110689101903
45,1.6666666666666667,2.333333333333333,1.0,-3.3674633502960205,-4.195759296417236,"[0.5155931711196899, 0.5804368257522583, 0.5160531401634216]","[0.5383888483047485, 0.5925258994102478, 0.5197541117668152]","[0.5267444849014282, 0.5864191055297852, 0.5178970098495483]","[0.4230769230769231, 0.6153846153846154, 0.5]","[0.4782608695652174, 0.5517241379310345, 0.48148148148148145]","[0.44897958685547695, 0.5818181768330579, 0.4905660327376291]","[0.14285714285714285, 0.2857142857142857, 0.17142857142857143]","[0.19230769230769232, 0.30303030303030304, 0.18181818181818182]","[0.16393442133835004, 0.29411764206314883, 0.1764705832396195]","[0.38461538461538464, 0.4230769230769231, 0.3076923076923077]","[0.43478260869565216, 0.3793103448275862, 0.2962962962962963]","[0.40816326032486466, 0.3999999950148761, 0.30188678745461023]","[0.4059485530546624, 0.5275500508242366, 0.41710722223421004]","[8.147480343967206e-232, 8.147480343967206e-232, 8.147480343967206e-232]","[0.10597559573289683, 0.13843907356751284, 0.099273123807462]",0.0410574998972643,0.001936351905637417,0.19437282265547373,0.12445917567921093,0.10692278341344069
46,2.333333333333333,2.0,1.0,-5.971394062042236,-6.131293296813965,"[0.5046485662460327, 0.49671050906181335, 0.516871988773346]","[0.4211356043815613, 0.4314829707145691, 0.4284944534301758]","[0.4591253101825714, 0.4618048667907715, 0.46855223178863525]","[0.2, 0.2, 0.26666666666666666]","[0.13043478260869565, 0.10344827586206896, 0.14814814814814814]","[0.15789473206371207, 0.13636363186983486, 0.19047618588435386]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.2, 0.2, 0.26666666666666666]","[0.13043478260869565, 0.10344827586206896, 0.14814814814814814]","[0.15789473206371207, 0.13636363186983486, 0.19047618588435386]","[0.08960573476702512, 0.07309941520467837, 0.09971509971509972]","[8.844844403089351e-232, 8.844844403089351e-232, 8.844844403089351e-232]","[-0.13460764898320088, -0.13268054410088137, -0.12596595716982728]",0.0960897216337766,0.04549530743546355,0.06647320814558325,0.01784942243033063,0.04327264600379247
47,1.6666666666666667,1.6666666666666667,1.0,-2.734951972961426,-3.4432079792022705,"[0.6156288385391235, 0.6815459728240967, 0.6429349780082703]","[0.6347119808197021, 0.682158350944519, 0.6150660514831543]","[0.6250247955322266, 0.6818520426750183, 0.6286917924880981]","[0.46153846153846156, 0.6538461538461539, 0.5769230769230769]","[0.5217391304347826, 0.5862068965517241, 0.5555555555555556]","[0.4897959133860892, 0.6181818131966943, 0.5660377308508366]","[0.14285714285714285, 0.25, 0.21428571428571427]","[0.15384615384615385, 0.21212121212121213, 0.18181818181818182]","[0.14814814315500704, 0.2295081917549047, 0.1967213065090031]","[0.38461538461538464, 0.6153846153846154, 0.4230769230769231]","[0.43478260869565216, 0.5517241379310345, 0.4074074074074074]","[0.40816326032486466, 0.5818181768330579, 0.4150943346244215]","[0.3619260204081633, 0.44697657456334333, 0.37610470215206093]","[9.039352811507815e-232, 9.039352811507815e-232, 9.039352811507815e-232]","[0.25714321074961133, 0.3612296651708542, 0.25415297254273883]",0.5970402332819608,0.7646234176925649,0.6073738582502587,0.1816878859402482,0.517895053961024
48,1.6666666666666667,2.0,1.0,-3.1941092014312744,-3.45284390449524,"[0.5727213621139526, 0.6605055332183838, 0.6523767709732056]","[0.49854761362075806, 0.5549264550209045, 0.5142866373062134]","[0.5330665707588196, 0.6031304597854614, 0.5751593112945557]","[0.46153846153846156, 0.6153846153846154, 0.6153846153846154]","[0.2608695652173913, 0.27586206896551724, 0.2962962962962963]","[0.33333332871913585, 0.3809523766780046, 0.39999999561250005]","[0.125, 0.3125, 0.3125]","[0.07692307692307693, 0.15151515151515152, 0.15151515151515152]","[0.0952380905215422, 0.2040816282548939, 0.2040816282548939]","[0.38461538461538464, 0.6153846153846154, 0.6153846153846154]","[0.21739130434782608, 0.27586206896551724, 0.2962962962962963]","[0.27777777316358027, 0.3809523766780046, 0.39999999561250005]","[0.20781160757435965, 0.27525436046511625, 0.3253599745210118]","[8.614911585158347e-232, 8.614911585158347e-232, 8.614911585158347e-232]","[0.00327775659044649, 0.10019121299360512, 0.041484217892794994]",0.1136669141942028,0.10758834736889342,0.3956068984937721,0.39491063303186613,0.29936862629817723
49,2.6666666666666665,2.0,2.333333333333333,-3.1056199073791504,-4.055293560028076,"[0.5784174203872681, 0.6006394624710083, 0.5963808298110962]","[0.6262931227684021, 0.6288152933120728, 0.6035764813423157]","[0.6014040112495422, 0.6144044995307922, 0.5999570488929749]","[0.4666666666666667, 0.5333333333333333, 0.5666666666666667]","[0.6086956521739131, 0.5517241379310345, 0.6296296296296297]","[0.5283018818796725, 0.5423728763573686, 0.596491223084026]","[0.2, 0.17142857142857143, 0.2571428571428571]","[0.2692307692307692, 0.18181818181818182, 0.2727272727272727]","[0.2295081918301533, 0.1764705832396195, 0.2647058773572665]","[0.4, 0.4, 0.36666666666666664]","[0.5217391304347826, 0.41379310344827586, 0.4074074074074074]","[0.452830183766465, 0.4067796560183855, 0.3859649072945522]","[0.4927152317880795, 0.40767123287671236, 0.47035294117647064]","[8.561894227089738e-232, 8.561894227089738e-232, 8.561894227089738e-232]","[0.17145632621549423, 0.1419661924575325, 0.16084301422792724]",0.096281317638345,0.7875997445435768,0.5051177056312024,0.4534860026812326,0.5820678176186707
50,2.6666666666666665,2.333333333333333,1.3333333333333333,-2.6717422008514404,-1.6173357963562012,"[0.6912072896957397, 0.8480809926986694, 0.7251507639884949]","[0.6049559116363525, 0.706885576248169, 0.6064833402633667]","[0.6452118754386902, 0.7710728645324707, 0.660529613494873]","[0.6666666666666666, 0.9333333333333333, 0.8]","[0.43478260869565216, 0.4827586206896552, 0.4444444444444444]","[0.5263157846952908, 0.6363636318698348, 0.5714285668367348]","[0.17647058823529413, 0.4117647058823529, 0.35294117647058826]","[0.11538461538461539, 0.21212121212121213, 0.18181818181818182]","[0.13953487893996774, 0.27999999551200005, 0.23999999551200007]","[0.4666666666666667, 0.8666666666666667, 0.7333333333333333]","[0.30434782608695654, 0.4482758620689655, 0.4074074074074074]","[0.36842104785318563, 0.5909090864152894, 0.5238095192176871]","[0.30456349206349204, 0.44518647795252553, 0.3252551020408163]","[1.0377133938315695e-231, 1.0377133938315695e-231, 1.0377133938315695e-231]","[0.19724399455794062, 0.30552068421114886, 0.22469922065118986]",0.6600611141425133,0.9333090182314685,0.9294164633555195,0.9604805546058445,0.9410686787309442
51,1.0,1.3333333333333333,2.333333333333333,-2.0427565574646,-2.555050611495972,"[0.670293927192688, 0.6683030128479004, 0.6535153388977051]","[0.7056158781051636, 0.6968377828598022, 0.6700782775878906]","[0.6875014901161194, 0.6822721362113953, 0.6616932153701782]","[0.6, 0.85, 0.8]","[0.5217391304347826, 0.5862068965517241, 0.5925925925925926]","[0.5581395299080585, 0.6938775461890879, 0.6808510589406972]","[0.25, 0.375, 0.3333333333333333]","[0.23076923076923078, 0.2727272727272727, 0.24242424242424243]","[0.23999999500800012, 0.3157894688088643, 0.2807017495106187]","[0.5, 0.75, 0.45]","[0.43478260869565216, 0.5172413793103449, 0.3333333333333333]","[0.465116274094105, 0.6122448931278636, 0.38297871851516524]","[0.38219178082191785, 0.48602112676056336, 0.42124542124542136]","[7.720899511627474e-232, 7.720899511627474e-232, 7.720899511627474e-232]","[0.3553934544151508, 0.32021299158324745, 0.3254512115570998]",0.5673119497267857,0.6228979418859499,0.6244543179718229,0.009928725742745831,0.41909366186683955
52,2.333333333333333,2.333333333333333,2.6666666666666665,-3.1578493118286133,-2.4054296016693115,"[0.7198071479797363, 0.7807580232620239, 0.7056525945663452]","[0.752814531326294, 0.7790453433990479, 0.6962608098983765]","[0.7359408736228943, 0.7799007296562195, 0.7009252309799194]","[0.64, 0.88, 0.72]","[0.6956521739130435, 0.7586206896551724, 0.6666666666666666]","[0.6666666616753473, 0.8148148098422496, 0.6923076873150887]","[0.2, 0.4, 0.26666666666666666]","[0.23076923076923078, 0.36363636363636365, 0.24242424242424243]","[0.21428570931122462, 0.3809523759637189, 0.2539682489795919]","[0.6, 0.8, 0.56]","[0.6521739130434783, 0.6896551724137931, 0.5185185185185185]","[0.6249999950086808, 0.7407407357681758, 0.538461533468935]","[0.46820101351351356, 0.6398444067182013, 0.4599072493711822]","[8.90735602648238e-232, 8.90735602648238e-232, 8.90735602648238e-232]","[0.5224997959015685, 0.5899452926519604, 0.4461768536239922]",0.7684238469845986,0.9861295767631907,0.8026286102660715,0.8157092842263272,0.8681558237518631
