id,src,sys,refs,ref,informativeness,naturalness,quality
97,"inform(name=butterfly,price_range=expensive,food=vietnamese)",Butterfly serves vietnamese food at a expensive price range .,['Butterfly is an expensive vietnamese restaurant .'],Butterfly is an expensive vietnamese restaurant .,5.0,5.5,5.0
98,"inform(name='campton place restaurant',area=downtown,food=indian,good_for_meal=dinner)","Campton place restaurant , is good for dinner that serves indian food in the downtown area .","['Campton place restaurant is in the downtown area and serves indian food and is good for dinner .', 'Campton place restaurant a good downtown place for an indian dinner .']",Campton place restaurant is in the downtown area and serves indian food and is good for dinner .,5.0,2.0,3.0
99,"inform(name='campton place restaurant',phone='4157815555')",The phone number for campton place restaurant is 4157815555 .,"['The phone number for campton place restaurant is 4157815555 .', ""Campton place restaurant 's phone number is 4157815555 .""]",The phone number for campton place restaurant is 4157815555 .,6.0,6.0,6.0
100,"inform(name='campton place restaurant',price_range=expensive)","Campton place restaurant , is expensive .","['Campton place restaurant is expensive .', 'Campton place restaurant is in the expensive price range .']",Campton place restaurant is expensive .,5.0,5.0,4.0
101,"inform(name=canteen,price='between 23 and 29 euro',phone='4159288870')",Canteen 's prices range between 23 and 29 euro their phone number is 4159288870 .,['The phone number of canteen is 4159288870 and the price for meal -s range between 23 and 29 euro .'],The phone number of canteen is 4159288870 and the price for meal -s range between 23 and 29 euro .,6.0,6.0,5.5
102,"inform(name=canteen,price_range=moderate)","Canteen , is moderate .",['The price range of canteen is moderate'],The price range of canteen is moderate,1.0,1.0,1.0
103,"inform(name='canto do brasil restaurant',area='hayes valley',address='41 franklin street')","Canto do brasil restaurant , is in the hayes valley area and it is address is 41 franklin street .","['The address for canto do brasil restaurant s 41 franklin street , in the hayes valley area .']","The address for canto do brasil restaurant s 41 franklin street , in the hayes valley area .",6.0,3.5,2.5
104,"inform(name='canto do brasil restaurant',food=brazilian)",There is a brazilian restaurant called canto do brasil restaurant .,['Canto do brasil restaurant serves brazilian food .'],Canto do brasil restaurant serves brazilian food .,5.0,4.5,4.0
105,"inform(name='canto do brasil restaurant',kids_allowed=no)",There are no children allowed at canto do brasil restaurant .,['Canto do brasil restaurant does not allow child -s .'],Canto do brasil restaurant does not allow child -s .,6.0,6.0,5.5
106,"inform(name='canto do brasil restaurant',phone='4156268727',postcode='94102')","The phone number for canto do brasil restaurant is 4156268727 , and the postcode is 94102 .","['The phone number for canto do brasil restaurant is 4156268727 , its postcode is 94102 .']","The phone number for canto do brasil restaurant is 4156268727 , its postcode is 94102 .",6.0,4.5,3.0
107,"inform(name='canto do brasil restaurant',price_range=cheap,food=brazilian)",Canto do brasil restaurant serves brazilian food at a cheap price range .,['Canto do brasil restaurant serves cheap brazilian food .'],Canto do brasil restaurant serves cheap brazilian food .,6.0,6.0,6.0
108,"inform(name='capital restaurant',kids_allowed=none)",I have no information whether capital restaurant allows kids .,"['I have no information whether capital restaurant allows kid -s or not .', 'I have no information whether capital restaurant allows kid -s .']",I have no information whether capital restaurant allows kid -s or not .,6.0,6.0,2.0
109,"inform(name='capital restaurant',phone='4153976269')",The phone number for capital restaurant is 4153976269 .,"['The phone number for capital restaurant is 4153976269 .', 'Capital restaurant number is 4153976269']",The phone number for capital restaurant is 4153976269 .,6.0,6.0,6.0
110,"inform(name='capital restaurant',price_range=cheap,good_for_meal=lunch)","Capital restaurant , is a good lunch meal and is cheap .","['Capital restaurant is a nice restaurant in the cheap price range that is good for lunch .', 'Capital restaurant is cheap and good for lunch']",Capital restaurant is a nice restaurant in the cheap price range that is good for lunch .,4.5,4.0,3.5
111,"inform(name='capital restaurant',type=restaurant)",The name of the restaurant is capital restaurant .,"['Capital restaurant is a good restaurant .', 'Capital restaurant is a nice restaurant']",Capital restaurant is a good restaurant .,4.0,4.0,5.5
112,"inform(name='chai yo thai restaurant',near='nob hill')","Chai yo thai restaurant , is near the nob hill .","['Chai yo thai restaurant is near nob hill', 'Chai yo thai restaurant is near nob hill .']",Chai yo thai restaurant is near nob hill,5.0,5.0,5.5
113,"inform(name='chaya brasserie',food=asian)",There is a asian restaurant called chaya brasserie .,"['Chaya brasserie is an asian restaurant', 'Chaya brasserie is an asian delhi .']",Chaya brasserie is an asian restaurant,4.5,5.0,4.0
114,"inform(name='chenery park',address='683 chenery street',phone='4153378537')","Chenery park 's address is 683 chenery street , and its phone number is 4153378537 .","['The address for chenery park is 683 chenery street , the phone number is 4153378537']","The address for chenery park is 683 chenery street , the phone number is 4153378537",6.0,6.0,6.0
115,"inform(name='chenery park',area='glen park')","Chenery park , is in the are of glen park .","['Chenery park is a restaurant in glen park .', 'Chenery park is located in the glen park .', 'Chenery park is restaurant in the glen park area .', 'Chenery park is a nice restaurant in glen park .']",Chenery park is a restaurant in glen park .,4.0,3.0,2.0
116,"inform(name='chenery park',area='hayes valley or glen park',address='683 chenery street')","Chenery park , is in the hayes valley or glen park area and it is address is 683 chenery street .","['Chenery park is in the hayes valley and glen park area and it is address is 683 chenery street', 'Chenery park is in the hayes valley or glen park area . Their address is 683 chenery street']",Chenery park is in the hayes valley and glen park area and it is address is 683 chenery street,4.5,3.0,1.5
117,"inform(name='chenery park',kids_allowed=yes)",Chenery park allows children .,"['Yes , chenery park does allow child -s .']","Yes , chenery park does allow child -s .",5.0,6.0,5.5
118,"inform(name='chenery park',near='glen park')","Chenery park , is near the glen park .",['Chenery park is near glen park .'],Chenery park is near glen park .,4.5,4.0,3.5
119,"inform(name='chenery park',near='glen park',kids_allowed=yes,price_range=moderate)","Chenery park , is near glen park , , is moderate range and allows children .","['Chenery park is located near to glen park . They offer food at a moderate price and allow kid -s .', 'I have a restaurant for you . It is named chenery park , it is close to the glen park area , child -s are allowed and it is moderate -ly priced .']",Chenery park is located near to glen park . They offer food at a moderate price and allow kid -s .,4.5,1.5,1.5
120,"inform(name='chez maman',area='hayes valley or victoria mews')","Chez maman , is in the are of hayes valley or victoria mews .","['Chez maman is located in hayes valley or victoria mews .', 'Chez maman is in the area of hayes valley or victoria mews']",Chez maman is located in hayes valley or victoria mews .,5.0,2.0,2.0
121,"inform(name='chez maman',food='burgers or creperies',address='1453 18th street')",The chez maman serves burgers or creperies food and the address is 1453 18th street .,['Burgers or creperies are served at chez maman which is located at 1453 18th street .'],Burgers or creperies are served at chez maman which is located at 1453 18th street .,5.0,5.0,5.0
122,"inform(name='chez maman',food=creperies)",There is a creperies restaurant called chez maman .,"['I found the chez maman restaurant that serves creperies .', 'I can recommend chez maman for creperies .', 'Chez maman has creperies']",I found the chez maman restaurant that serves creperies .,6.0,6.0,6.0
123,"inform(name='chez maman',food=creperies,good_for_meal=dinner)","Chez maman , is a good restaurant that serves creperies food , especially for dinner .",['Chez maman serves creperies and is good for dinner'],Chez maman serves creperies and is good for dinner,5.5,5.0,5.0
124,"inform(name='chez maman',good_for_meal=dinner,near='potrero hill',price_range=moderate)","Chez maman , is near potrero hill , the is good for dinner , and it is in the moderate price range .",['Chez maman is a dinner restaurant near potrero hill with a moderate price range .'],Chez maman is a dinner restaurant near potrero hill with a moderate price range .,6.0,3.0,2.0
125,"inform(name='chez maman',kids_allowed=no,near='potrero hill')","Chez maman , is a nice restaurant near potrero hill that does not allow children .",['Chez maman is near potrero hill and does not allow kid -s in the restaurant .'],Chez maman is near potrero hill and does not allow kid -s in the restaurant .,5.0,4.5,4.5
126,"inform(name='chez maman',phone='4158247166')",The phone number for chez maman is 4158247166 .,"['Chez maman number is 4158247166', 'The phone number for chez maman is 4158247166 .', ""Chez maman 's phone number is 4158247166 .""]",Chez maman number is 4158247166,6.0,5.0,5.5
127,"inform(name='chez maman',type=restaurant)",The name of the restaurant is chez maman .,"['The chez maman is a nice restaurant .', 'Chez maman is a nice restaurant fits you .', 'Chez maman is a nice restaurant for you .', 'Chez maman is a nice restaurant']",The chez maman is a nice restaurant .,5.0,6.0,5.5
128,"inform(name=chouchou,kids_allowed=no)",There are no children allowed at chouchou .,['Chouchou does not allow child -s .'],Chouchou does not allow child -s .,6.0,6.0,6.0
129,"inform(name=chouchou,price_range=moderate)","Chouchou , is moderate .","['Chouchou is of moderate price', 'Chouchou is a moderate -ly priced himalayan food restaurant']",Chouchou is of moderate price,2.5,2.5,3.0
130,"inform(name=chow,address='215 church street')",Chow 's address is 215 church street .,"['The address for chow is 215 church street .', 'Chow is located at 215 church street .', 'The address of chow is 215 church street .']",The address for chow is 215 church street .,5.5,5.5,5.5
131,"inform(name=chow,address='215 church street',phone='4155522469')","Chow 's address is 215 church street , and its phone number is 4155522469 .","['The address for chow is 215 church street and the phonenumber is 4155522469 .', 'Chows is located at 215 church street and the phone number is 4155522469', 'Chow restaurant is located at 215 church street the phone number is 4155522469']",The address for chow is 215 church street and the phonenumber is 4155522469 .,5.0,5.5,5.0
